asin,url,category,rank,title,price,review_count,rating
B0CFGYFCYL,https://www.amazon.com/dp/B0CFGYFCYL,Home & Kitchen,#9,"OLANLY Bathroom Rugs 30x20, Extra Soft Absorbent Chenille Bath Rugs, Rubber Backing Quick Dry, Machine Washable Bath Mats for Bathroom Floor, Tub and Shower, Home Decor Accessories, Grey",9.97,"27,601",4.4 out of 5 stars
B01LYNW421,https://www.amazon.com/dp/B01LYNW421,Home & Kitchen,#14,"Beckham Hotel Collection Bed Pillows Standard/Queen Size Set of 2 - Original Down Alternative Pillow for Sleeping - Bedding for Back, Stomach or Side Sleepers",41.98,"253,916",4.3 out of 5 stars
B0C6FCKQML,https://www.amazon.com/dp/B0C6FCKQML,Home & Kitchen,#16,"Dreo Space Heater, Portable Electric Heaters for Indoor Use with Thermostat and Remote, 2024 Upgraded, Digital Display, 12H Timer, 5 Mode, 1500W PTC Ceramic Fast Safety Heat for Office Bedroom Home",35.99,"13,619",4.6 out of 5 stars
B00LS9UD2M,https://www.amazon.com/dp/B00LS9UD2M,Home & Kitchen,#19,LiBa Bathroom Shower Curtain Waterproof Plastic Shower Curtain Premium PEVA Non-Toxic with Rust Proof Grommets Clear 8G Bathroom Accessories 72x72,9.99,"251,883",4.5 out of 5 stars
B093D7Y3F2,https://www.amazon.com/dp/B093D7Y3F2,Home & Kitchen,#20,"EHZNZIE Clear Shower Curtain Liner Light Weight PEVA, Shower Liner 72x72 Inches, Waterproof, No Chemical Smell with 12 Rust Proof Metal Grommets Holes for Bathroom Shower Curtain",4.94,"18,297",4.5 out of 5 stars
B08BZFRQLS,https://www.amazon.com/dp/B08BZFRQLS,Home & Kitchen,#25,"ALYVIA SPRING Waterproof Fabric Shower Curtain Liner with 3 Magnets - Soft Hotel Quality Cloth Shower Liner, Light-Weight & Machine Washable - Standard Size 72x72, White",9.98,"54,126",4.5 out of 5 stars
B0DCF3ZYNG,https://www.amazon.com/dp/B0DCF3ZYNG,Home & Kitchen,#26,STANLEY Quencher ProTour Flip Straw Tumbler with Leakproof Lid | Built-In Straw & Handle | Cupholder Compatible for Travel | Insulated Stainless Steel Cup | BPA-Free,26.25,"7,797",4.7 out of 5 stars
B0C2C9NHZW,https://www.amazon.com/dp/B0C2C9NHZW,Home & Kitchen,#27,"LEVOIT Top Fill Humidifiers for Bedroom, 2.5L Tank for Large Room, Easy to Fill & Clean, 28dB Quiet Cool Mist Air Humidifier for Home Baby Nursery & Plants, Auto Shut-off and BPA-Free for Safety, 25H",29.99,"40,651",4.4 out of 5 stars
B0973DGD8P,https://www.amazon.com/dp/B0973DGD8P,Home & Kitchen,#28,"20 Pack Vacuum Storage Bags, Space Saver Bags (4 Jumbo/4 Large/4 Medium/4 Small/4 Roll) Compression for Comforters and Blankets, Sealer Clothes Storage, Hand Pump Included",17.49,"78,810",4.3 out of 5 stars
B0113UZJE2,https://www.amazon.com/dp/B0113UZJE2,Home & Kitchen,#29,"Etekcity Food Kitchen Scale, Digital Grams and Ounces for Weight Loss, Baking, Cooking, Keto and Meal Prep, LCD Display, Medium, 304 Stainless Steel",10.99,"168,414",4.6 out of 5 stars
B08JHCVHTY,https://www.amazon.com/dp/B08JHCVHTY,Tools & Home Improvement,#1,Blink Subscription Plus Plan with monthly auto-renewal,11.99,"262,732",4.4 out of 5 stars
B0882ZJ48W,https://www.amazon.com/dp/B0882ZJ48W,Tools & Home Improvement,#7,"GE XWFE Refrigerator Water Filter, Genuine Replacement Filter, Certified to Reduce Lead, Sulfur, and 50+ Other Impurities, Replace Every 6 Months for Best Results, Pack of 1",48.48,"36,689",4.5 out of 5 stars
B00UXG4WR8,https://www.amazon.com/dp/B00UXG4WR8,Tools & Home Improvement,#8,"everydrop by Whirlpool Ice and Water Refrigerator Filter 1, EDR1RXD1, Single-Pack , Purple",57.0,"105,209",4.7 out of 5 stars
B004Q69HIU,https://www.amazon.com/dp/B004Q69HIU,Tools & Home Improvement,#10,"Filtrete 20x25x1 AC Furnace Air Filter, MERV 11, MPR 1000, Micro Allergen Defense, 3-Month Pleated 1-Inch Electrostatic Air Cleaning Filter, 2 Pack (Actual Size 19.688 x 24.688 x 0.84 in)",19.35,"54,174",4.8 out of 5 stars
B0C3SSXL4K,https://www.amazon.com/dp/B0C3SSXL4K,Tools & Home Improvement,#11,Inspire Black Nitrile Gloves HEAVY DUTY 6 Mil Nitrile Chemical Resistant Medical Cooking Cleaning Disposable Black Gloves,14.99,"10,592",4.7 out of 5 stars
B07FNXPGLG,https://www.amazon.com/dp/B07FNXPGLG,Tools & Home Improvement,#13,"Filtrete 20x25x1 AC Furnace Air Filter, MERV 5, MPR 300, Capture Unwanted Particles, 3-Month Pleated 1-Inch Electrostatic Air Cleaning Filter, 6-Pack (Actual Size 19.69x24.69x0.81 in)",39.99,"181,954",4.7 out of 5 stars
B0C9N1YJNJ,https://www.amazon.com/dp/B0C9N1YJNJ,Tools & Home Improvement,#15,"Caring Nitrile Exam Gloves, Blue, Powder-Free, Disposable Gloves for Medical Care, First Aid, Cleaning, Food Prep",8.99,"9,123",4.7 out of 5 stars
B00VBP8QPO,https://www.amazon.com/dp/B00VBP8QPO,Tools & Home Improvement,#17,"everydrop® by Whirlpool Ice and Water Refrigerator Filter 2, EDR2RXD1, Single-Pack",52.99,"44,569",4.7 out of 5 stars
B09V366BDY,https://www.amazon.com/dp/B09V366BDY,Tools & Home Improvement,#19,KSIPZE 100ft Led Strip Lights RGB Music Sync Color Changing Bluetooth Led Lights with Smart App Control Remote Led Lights for Bedroom Room Lighting Flexible Home Décor,9.98,"32,837",4.4 out of 5 stars
B0BR7SGFCJ,https://www.amazon.com/dp/B0BR7SGFCJ,Tools & Home Improvement,#20,"TitanFlex Disposable Nitrile Exam Gloves, 6-mil, Black, Heavy Duty, Latex Free, Food Safe for Cooking & Food Prep",12.99,"9,338",4.7 out of 5 stars
B0DJ1BVZGX,https://www.amazon.com/dp/B0DJ1BVZGX,Tools & Home Improvement,#21,"Skrizcable 16/3 25 FT Outdoor Extension Cord Waterproof, Weatherproof & Flame Retardant Black 3 Prong Power Cord Outside for Lawn & Garden, 13 Amps 1625 Watts 125 VAC 16AWG SJTW, ETL Listed",9.99,"1,865",4.7 out of 5 stars
B0F1C56SR1,https://www.amazon.com/dp/B0F1C56SR1,Tools & Home Improvement,#22,"Gritin 10.2inch Under Cabinet Lighting Rechargeable -84 LED Super Bright,3-Color& 5 Level Brightness,4 Modes,Motion Sensor,Long Lasting- Easy Installation Magnetic Under Cabinet Closet Lights -2 Pack",12.34,"4,670",4.6 out of 5 stars
B0B5X5DQPT,https://www.amazon.com/dp/B0B5X5DQPT,Tools & Home Improvement,#23,"Surge Protector Outlet Extender with Rotating Plug - One Beat 6 AC Multi Plug Outlet with 3 USB Ports (1 USB C), 1800J Wall Charger, 3-Sided Power Strip Spaced Outlet Splitter for Home Office Travel",8.99,"15,199",4.7 out of 5 stars
B01D93Z9ZA,https://www.amazon.com/dp/B01D93Z9ZA,Tools & Home Improvement,#27,Felt Furniture Pads X-PROTECTOR 133 PCS Premium Furniture Pads - Felt Pads Furniture Feet Best Wood Floor Protectors - Protect Your Hardwood & Laminate Flooring! Brown and Beige,9.99,"97,011",4.6 out of 5 stars
B0BQJ5BDB6,https://www.amazon.com/dp/B0BQJ5BDB6,Tools & Home Improvement,#28,"KOABY 12/24/50/100/200/400 Pack LED Tea Lights, Flickering Warm White Lights, Battery Operated",5.49,"5,372",4.6 out of 5 stars
